date,product,region,channel,units_sold,revenue,CAC
2025-01-06,VoltEdge Case,North,Google,3,2997.0,1.717033448367401
2025-01-06,VoltEdge Case,North,Influencers,0,0.0,65.96390000000001
2025-01-06,VoltEdge Case,South,Instagram,7,6993.0,9.539198653198653
2025-01-06,VoltEdge Case,South,Google,2,1998.0,1.717033448367401
2025-01-06,VoltEdge Case,South,Influencers,3,2997.0,65.96390000000001
2025-01-06,VoltEdge Case,East,Instagram,10,9990.0,9.539198653198653
2025-01-06,VoltEdge Case,East,Google,3,2997.0,1.717033448367401
2025-01-06,VoltEdge Case,East,Influencers,4,3996.0,65.96390000000001
2025-01-06,VoltEdge Case,West,Instagram,2,1998.0,9.539198653198653
2025-01-06,VoltEdge Case,West,Google,1,999.0,1.717033448367401
2025-01-06,VoltEdge Case,West,Influencers,1,999.0,65.96390000000001
2025-01-06,VoltEdge Charger,North,Instagram,3,5397.0,9.539198653198653
2025-01-06,VoltEdge Charger,North,Google,3,5397.0,1.717033448367401
2025-01-06,VoltEdge Charger,North,Influencers,1,1799.0,65.96390000000001
2025-01-06,VoltEdge Charger,South,Instagram,0,0.0,9.539198653198653
2025-01-06,VoltEdge Charger,South,Google,2,3598.0,1.717033448367401
2025-01-06,VoltEdge Charger,South,Influencers,3,5397.0,65.96390000000001
2025-01-06,VoltEdge Charger,East,Instagram,3,5397.0,9.539198653198653
2025-01-06,VoltEdge Charger,East,Google,3,5397.0,1.717033448367401
2025-01-06,VoltEdge Charger,East,Influencers,2,3598.0,65.96390000000001
2025-01-06,VoltEdge Charger,West,Instagram,1,1799.0,9.539198653198653
2025-01-06,VoltEdge Charger,West,Google,0,0.0,1.717033448367401
2025-01-06,VoltEdge Charger,West,Influencers,0,0.0,65.96390000000001
2025-01-06,VoltEdge Power Bank,North,Instagram,2,5998.0,9.539198653198653
2025-01-06,VoltEdge Power Bank,North,Google,2,5998.0,1.717033448367401
2025-01-06,VoltEdge Power Bank,North,Influencers,0,0.0,65.96390000000001
2025-01-06,VoltEdge Power Bank,South,Instagram,3,8997.0,9.539198653198653
2025-01-06,VoltEdge Power Bank,South,Google,0,0.0,1.717033448367401
2025-01-06,VoltEdge Power Bank,South,Influencers,1,2999.0,65.96390000000001
2025-01-06,VoltEdge Power Bank,East,Instagram,4,11996.0,9.539198653198653
2025-01-06,VoltEdge Power Bank,East,Google,1,2999.0,1.717033448367401
2025-01-06,VoltEdge Power Bank,East,Influencers,0,0.0,65.96390000000001
2025-01-06,VoltEdge Power Bank,West,Instagram,1,2999.0,9.539198653198653
2025-01-06,VoltEdge Power Bank,West,Google,0,0.0,1.717033448367401
2025-01-06,VoltEdge Power Bank,West,Influencers,0,0.0,65.96390000000001
2025-01-07,VoltEdge Case,North,Instagram,2,1998.0,5.669621052631579
2025-01-07,VoltEdge Case,North,Google,0,0.0,4.687467209407508
2025-01-07,VoltEdge Case,North,Influencers,1,999.0,68.38091787439613
2025-01-07,VoltEdge Case,South,Instagram,5,4995.0,5.669621052631579
2025-01-07,VoltEdge Case,South,Google,3,2997.0,4.687467209407508
2025-01-07,VoltEdge Case,South,Influencers,3,2997.0,68.38091787439613
2025-01-07,VoltEdge Case,East,Instagram,4,3996.0,5.669621052631579
2025-01-07,VoltEdge Case,East,Google,6,5994.0,4.687467209407508
2025-01-07,VoltEdge Case,East,Influencers,4,3996.0,68.38091787439613
2025-01-07,VoltEdge Case,West,Instagram,0,0.0,5.669621052631579
2025-01-07,VoltEdge Case,West,Google,0,0.0,4.687467209407508
2025-01-07,VoltEdge Case,West,Influencers,1,999.0,68.38091787439613
2025-01-07,VoltEdge Charger,North,Instagram,2,3598.0,5.669621052631579
2025-01-07,VoltEdge Charger,North,Google,0,0.0,4.687467209407508
2025-01-07,VoltEdge Charger,North,Influencers,3,5397.0,68.38091787439613
2025-01-07,VoltEdge Charger,South,Instagram,4,7196.0,5.669621052631579
2025-01-07,VoltEdge Charger,South,Google,2,3598.0,4.687467209407508
2025-01-07,VoltEdge Charger,South,Influencers,1,1799.0,68.38091787439613
2025-01-07,VoltEdge Charger,East,Instagram,7,12593.0,5.669621052631579
2025-01-07,VoltEdge Charger,East,Google,1,1799.0,4.687467209407508
2025-01-07,VoltEdge Charger,East,Influencers,3,5397.0,68.38091787439613
2025-01-07,VoltEdge Charger,West,Instagram,1,1799.0,5.669621052631579
2025-01-07,VoltEdge Charger,West,Google,1,1799.0,4.687467209407508
2025-01-07,VoltEdge Charger,West,Influencers,1,1799.0,68.38091787439613
2025-01-07,VoltEdge Power Bank,North,Instagram,3,8997.0,5.669621052631579
2025-01-07,VoltEdge Power Bank,North,Google,0,0.0,4.687467209407508
2025-01-07,VoltEdge Power Bank,North,Influencers,0,0.0,68.38091787439613
2025-01-07,VoltEdge Power Bank,South,Instagram,2,5998.0,5.669621052631579
2025-01-07,VoltEdge Power Bank,South,Google,1,2999.0,4.687467209407508
2025-01-07,VoltEdge Power Bank,South,Influencers,1,2999.0,68.38091787439613
2025-01-07,VoltEdge Power Bank,East,Instagram,0,0.0,5.669621052631579
2025-01-07,VoltEdge Power Bank,East,Google,2,5998.0,4.687467209407508
2025-01-07,VoltEdge Power Bank,East,Influencers,0,0.0,68.38091787439613
2025-01-07,VoltEdge Power Bank,West,Instagram,1,2999.0,5.669621052631579
2025-01-07,VoltEdge Power Bank,West,Google,0,0.0,4.687467209407508
2025-01-07,VoltEdge Power Bank,West,Influencers,0,0.0,68.38091787439613
2025-01-08,VoltEdge Case,North,Instagram,1,999.0,10.155859213250517
2025-01-08,VoltEdge Case,North,Google,2,1998.0,3.1826033541341654
2025-01-08,VoltEdge Case,North,Influencers,1,999.0,181.582
2025-01-08,VoltEdge Case,South,Instagram,7,6993.0,10.155859213250517
2025-01-08,VoltEdge Case,South,Google,3,2997.0,3.1826033541341654
2025-01-08,VoltEdge Case,South,Influencers,2,1998.0,181.582
2025-01-08,VoltEdge Case,East,Instagram,3,2997.0,10.155859213250517
2025-01-08,VoltEdge Case,East,Google,7,6993.0,3.1826033541341654
2025-01-08,VoltEdge Case,East,Influencers,2,1998.0,181.582
2025-01-08,VoltEdge Case,West,Instagram,2,1998.0,10.155859213250517
2025-01-08,VoltEdge Case,West,Google,0,0.0,3.1826033541341654
2025-01-08,VoltEdge Case,West,Influencers,3,2997.0,181.582
2025-01-08,VoltEdge Charger,North,Instagram,3,5397.0,10.155859213250517
2025-01-08,VoltEdge Charger,North,Google,0,0.0,3.1826033541341654
2025-01-08,VoltEdge Charger,North,Influencers,0,0.0,181.582
2025-01-08,VoltEdge Charger,South,Instagram,6,10794.0,10.155859213250517
2025-01-08,VoltEdge Charger,South,Google,2,3598.0,3.1826033541341654
2025-01-08,VoltEdge Charger,South,Influencers,2,3598.0,181.582
2025-01-08,VoltEdge Charger,East,Instagram,4,7196.0,10.155859213250517
2025-01-08,VoltEdge Charger,East,Google,2,3598.0,3.1826033541341654
2025-01-08,VoltEdge Charger,East,Influencers,1,1799.0,181.582
2025-01-08,VoltEdge Charger,West,Instagram,3,5397.0,10.155859213250517
2025-01-08,VoltEdge Charger,West,Google,0,0.0,3.1826033541341654
2025-01-08,VoltEdge Charger,West,Influencers,0,0.0,181.582
2025-01-08,VoltEdge Power Bank,North,Instagram,1,2999.0,10.155859213250517
2025-01-08,VoltEdge Power Bank,North,Google,2,5998.0,3.1826033541341654
2025-01-08,VoltEdge Power Bank,North,Influencers,0,0.0,181.582
2025-01-08,VoltEdge Power Bank,South,Instagram,1,2999.0,10.155859213250517
2025-01-08,VoltEdge Power Bank,South,Google,2,5998.0,3.1826033541341654
2025-01-08,VoltEdge Power Bank,South,Influencers,0,0.0,181.582
2025-01-08,VoltEdge Power Bank,East,Instagram,1,2999.0,10.155859213250517
2025-01-08,VoltEdge Power Bank,East,Google,0,0.0,3.1826033541341654
2025-01-08,VoltEdge Power Bank,East,Influencers,2,5998.0,181.582
2025-01-08,VoltEdge Power Bank,West,Instagram,1,2999.0,10.155859213250517
2025-01-08,VoltEdge Power Bank,West,Google,0,0.0,3.1826033541341654
2025-01-08,VoltEdge Power Bank,West,Influencers,0,0.0,181.582
2025-01-09,VoltEdge Case,North,Instagram,1,999.0,10.44992927864215
2025-01-09,VoltEdge Case,North,Google,1,999.0,3.070221453287197
2025-01-09,VoltEdge Case,North,Influencers,0,0.0,34.65958333333334
2025-01-09,VoltEdge Case,South,Instagram,9,8991.0,10.44992927864215
2025-01-09,VoltEdge Case,South,Google,2,1998.0,3.070221453287197
2025-01-09,VoltEdge Case,South,Influencers,0,0.0,34.65958333333334
2025-01-09,VoltEdge Case,East,Instagram,7,6993.0,10.44992927864215
2025-01-09,VoltEdge Case,East,Google,4,3996.0,3.070221453287197
2025-01-09,VoltEdge Case,East,Influencers,0,0.0,34.65958333333334
2025-01-09,VoltEdge Case,West,Instagram,2,1998.0,10.44992927864215
2025-01-09,VoltEdge Case,West,Google,1,999.0,3.070221453287197
2025-01-09,VoltEdge Case,West,Influencers,2,1998.0,34.65958333333334
2025-01-09,VoltEdge Charger,North,Instagram,2,3598.0,10.44992927864215
2025-01-09,VoltEdge Charger,North,Google,4,7196.0,3.070221453287197
2025-01-09,VoltEdge Charger,North,Influencers,1,1799.0,34.65958333333334
2025-01-09,VoltEdge Charger,South,Instagram,5,8995.0,10.44992927864215
2025-01-09,VoltEdge Charger,South,Google,0,0.0,3.070221453287197
2025-01-09,VoltEdge Charger,South,Influencers,0,0.0,34.65958333333334
2025-01-09,VoltEdge Charger,East,Instagram,2,3598.0,10.44992927864215
2025-01-09,VoltEdge Charger,East,Google,4,7196.0,3.070221453287197
2025-01-09,VoltEdge Charger,East,Influencers,1,1799.0,34.65958333333334
2025-01-09,VoltEdge Charger,West,Instagram,0,0.0,10.44992927864215
2025-01-09,VoltEdge Charger,West,Google,0,0.0,3.070221453287197
2025-01-09,VoltEdge Charger,West,Influencers,1,1799.0,34.65958333333334
2025-01-09,VoltEdge Power Bank,North,Instagram,2,5998.0,10.44992927864215
2025-01-09,VoltEdge Power Bank,North,Google,1,2999.0,3.070221453287197
2025-01-09,VoltEdge Power Bank,North,Influencers,0,0.0,34.65958333333334
2025-01-09,VoltEdge Power Bank,South,Instagram,2,5998.0,10.44992927864215
2025-01-09,VoltEdge Power Bank,South,Google,0,0.0,3.070221453287197
2025-01-09,VoltEdge Power Bank,South,Influencers,1,2999.0,34.65958333333334
2025-01-09,VoltEdge Power Bank,East,Instagram,3,8997.0,10.44992927864215
2025-01-09,VoltEdge Power Bank,East,Google,1,2999.0,3.070221453287197
2025-01-09,VoltEdge Power Bank,East,Influencers,0,0.0,34.65958333333334
2025-01-09,VoltEdge Power Bank,West,Instagram,0,0.0,10.44992927864215
2025-01-09,VoltEdge Power Bank,West,Google,0,0.0,3.070221453287197
2025-01-09,VoltEdge Power Bank,West,Influencers,0,0.0,34.65958333333334
2025-01-10,VoltEdge Case,North,Instagram,4,3996.0,14.311424390243902
2025-01-10,VoltEdge Case,North,Google,1,999.0,3.879625256673511
2025-01-10,VoltEdge Case,North,Influencers,5,4995.0,236.5271875
2025-01-10,VoltEdge Case,South,Instagram,2,1998.0,14.311424390243902
2025-01-10,VoltEdge Case,South,Google,2,1998.0,3.879625256673511
2025-01-10,VoltEdge Case,South,Influencers,3,2997.0,236.5271875
2025-01-10,VoltEdge Case,East,Instagram,7,6993.0,14.311424390243902
2025-01-10,VoltEdge Case,East,Google,3,2997.0,3.879625256673511
2025-01-10,VoltEdge Case,East,Influencers,3,2997.0,236.5271875
2025-01-10,VoltEdge Case,West,Instagram,2,1998.0,14.311424390243902
2025-01-10,VoltEdge Case,West,Google,0,0.0,3.879625256673511
2025-01-10,VoltEdge Case,West,Influencers,0,0.0,236.5271875
2025-01-10,VoltEdge Charger,North,Instagram,1,1799.0,14.311424390243902
2025-01-10,VoltEdge Charger,North,Google,1,1799.0,3.879625256673511
2025-01-10,VoltEdge Charger,North,Influencers,1,1799.0,236.5271875
2025-01-10,VoltEdge Charger,South,Instagram,3,5397.0,14.311424390243902
2025-01-10,VoltEdge Charger,South,Google,3,5397.0,3.879625256673511
2025-01-10,VoltEdge Charger,South,Influencers,2,3598.0,236.5271875
2025-01-10,VoltEdge Charger,East,Instagram,5,8995.0,14.311424390243902
2025-01-10,VoltEdge Charger,East,Google,2,3598.0,3.879625256673511
2025-01-10,VoltEdge Charger,East,Influencers,2,3598.0,236.5271875
2025-01-10,VoltEdge Charger,West,Instagram,2,3598.0,14.311424390243902
2025-01-10,VoltEdge Charger,West,Google,2,3598.0,3.879625256673511
2025-01-10,VoltEdge Charger,West,Influencers,0,0.0,236.5271875
2025-01-10,VoltEdge Power Bank,North,Instagram,1,2999.0,14.311424390243902
2025-01-10,VoltEdge Power Bank,North,Google,2,5998.0,3.879625256673511
2025-01-10,VoltEdge Power Bank,North,Influencers,0,0.0,236.5271875
2025-01-10,VoltEdge Power Bank,South,Instagram,0,0.0,14.311424390243902
2025-01-10,VoltEdge Power Bank,South,Google,1,2999.0,3.879625256673511
2025-01-10,VoltEdge Power Bank,South,Influencers,1,2999.0,236.5271875
2025-01-10,VoltEdge Power Bank,East,Instagram,4,11996.0,14.311424390243902
2025-01-10,VoltEdge Power Bank,East,Google,1,2999.0,3.879625256673511
2025-01-10,VoltEdge Power Bank,East,Influencers,0,0.0,236.5271875
2025-01-10,VoltEdge Power Bank,West,Instagram,1,2999.0,14.311424390243902
2025-01-10,VoltEdge Power Bank,West,Google,1,2999.0,3.879625256673511
2025-01-10,VoltEdge Power Bank,West,Influencers,0,0.0,236.5271875
2025-01-11,VoltEdge Case,North,Instagram,2,1998.0,12.17286600496278
2025-01-11,VoltEdge Case,North,Google,1,999.0,1.9333174516743805
2025-01-11,VoltEdge Case,North,Influencers,0,0.0,77.52524752475247
2025-01-11,VoltEdge Case,South,Instagram,1,999.0,12.17286600496278
2025-01-11,VoltEdge Case,South,Google,1,999.0,1.9333174516743805
