date,channel,spend,impressions,clicks,conversions,revenue
2025-01-27,Google,5425.41,392531,2274,104,14180.0
2025-01-27,Influencers,3135.33,116830,5698,1276,10710.0
2025-01-28,Instagram,3772.48,242571,5215,262,15870.0
2025-01-28,Google,3741.2,167039,1525,47,9700.0
2025-01-28,Influencers,2764.51,119020,6490,1118,7070.0
2025-01-29,Instagram,4017.97,149657,3400,392,15860.0
2025-01-29,Google,4065.81,230178,1720,65,9530.0
2025-01-29,Influencers,3528.65,184197,7515,1461,6030.0
2025-01-30,Instagram,4154.74,209284,4061,463,19380.0
2025-01-30,Google,5650.3,189338,1947,59,11780.0
2025-01-30,Influencers,2073.37,84632,4150,945,7230.0
2025-01-31,Instagram,5401.95,560124,8833,1095,24560.0
2025-01-31,Google,7054.7,658279,4614,191,13720.0
2025-01-31,Influencers,5681.76,134031,7311,1524,10080.0
2025-02-01,Instagram,2931.76,133394,2179,162,13360.0
2025-02-01,Google,5224.38,275111,2887,136,10030.0
2025-02-01,Influencers,1283.9,46793,2407,297,3920.0
2025-02-02,Instagram,3220.28,147689,3921,305,17200.0
2025-02-02,Google,4846.93,324273,1736,45,10660.0
2025-02-02,Influencers,2955.56,82490,3716,595,7240.0
2025-02-03,Instagram,2836.59,295910,3280,301,12570.0
2025-02-03,Google,2722.52,132074,1228,51,6500.0
2025-02-03,Influencers,1186.99,92688,3795,609,2930.0
2025-02-04,Instagram,1747.36,184461,1913,185,7880.0
2025-02-04,Google,2344.6,99238,855,29,5040.0
2025-02-04,Influencers,1432.14,152080,4729,910,2980.0
2025-02-05,Instagram,6268.9,278808,5614,290,23980.0
2025-02-05,Google,6540.37,682513,3604,84,14810.0
2025-02-05,Influencers,5550.0,324076,17016,2829,10510.0
2025-02-06,Instagram,5413.77,170802,4818,722,26200.0
2025-02-06,Google,7032.31,290529,4301,141,14910.0
2025-02-06,Influencers,2514.93,96381,5114,885,7840.0
2025-02-07,Instagram,6850.31,434978,5634,718,24680.0
2025-02-07,Google,6090.18,144716,2170,25,13000.0
2025-02-07,Influencers,2828.86,99737,5597,1300,9120.0
2025-02-08,Instagram,4364.6,276028,4702,660,19820.0
2025-02-08,Google,4675.41,294766,2641,111,12160.0
2025-02-08,Influencers,2774.77,74001,3559,650,7280.0
2025-02-09,Instagram,5909.82,221781,4118,428,21530.0
2025-02-09,Google,5504.2,483579,2670,75,14350.0
2025-02-09,Influencers,4992.54,269793,14590,2911,8560.0
2025-02-10,Instagram,4522.81,230989,3058,371,16950.0
2025-02-10,Google,5243.19,325062,2139,107,14720.0
2025-02-10,Influencers,2259.79,84577,4541,888,6540.0
2025-02-11,Instagram,3641.68,148994,3650,546,13780.0
2025-02-11,Google,3371.84,106871,1227,16,9280.0
2025-02-11,Influencers,1277.69,46604,2286,382,3740.0
2025-02-12,Instagram,4533.14,219909,5793,620,17350.0
2025-02-12,Google,3053.71,78182,1156,16,8060.0
2025-02-12,Influencers,3127.26,165419,9862,1846,6910.0
2025-02-13,Instagram,4980.12,271173,6690,710,20050.0
2025-02-13,Google,5489.64,602621,3579,169,16060.0
2025-02-13,Influencers,4935.66,154862,7638,1560,9050.0
2025-02-14,Instagram,5549.39,146899,3992,469,21390.0
2025-02-14,Google,5942.71,286470,3655,57,11200.0
2025-02-14,Influencers,4122.58,117574,6782,1213,8750.0
2025-02-15,Instagram,3411.73,183024,3857,507,16150.0
2025-02-15,Google,3134.13,142542,1880,20,8730.0
2025-02-15,Influencers,1551.82,107194,3354,645,5320.0
2025-02-16,Instagram,3679.01,204228,5038,681,15320.0
2025-02-16,Google,4835.08,159141,1859,78,9890.0
2025-02-16,Influencers,3223.04,168696,6222,1513,6890.0
2025-02-17,Instagram,5360.8,432668,8849,1033,25270.0
2025-02-17,Google,5408.49,180296,1843,38,13930.0
2025-02-17,Influencers,5245.87,202982,7307,1800,9700.0
2025-02-18,Instagram,3485.94,169387,2366,265,16350.0
2025-02-18,Google,3832.07,187992,1393,22,10930.0
2025-02-18,Influencers,4295.47,290892,9951,2168,8960.0
2025-02-19,Instagram,6241.9,191557,5179,615,24860.0
2025-02-19,Google,5488.36,128647,1901,89,15250.0
2025-02-19,Influencers,5322.74,329452,14463,2982,9310.0
2025-02-20,Instagram,4218.94,156892,3025,333,16610.0
2025-02-20,Google,3102.08,94931,1341,63,9850.0
2025-02-20,Influencers,2118.48,108242,5078,1143,5280.0
2025-02-21,Instagram,5168.14,475427,8067,429,20410.0
2025-02-21,Google,3327.21,244590,1655,75,10340.0
2025-02-21,Influencers,4145.75,275507,12143,1875,7790.0
2025-02-22,Instagram,6317.23,752994,10138,969,23500.0
2025-02-22,Google,7096.81,319835,3704,152,14330.0
2025-02-22,Influencers,4806.06,135347,7361,1022,9940.0
2025-02-23,Instagram,5291.54,205730,4438,319,22910.0
2025-02-23,Google,4580.81,253137,1845,48,14660.0
2025-02-23,Influencers,3984.99,122389,5091,1188,7730.0
2025-02-24,Instagram,7131.98,500898,10259,980,25780.0
2025-02-24,Google,5873.37,160072,2139,88,11830.0
2025-02-24,Influencers,4484.31,209718,11639,1524,9650.0
2025-02-25,Instagram,4004.51,397292,5173,690,20550.0
2025-02-25,Google,5165.91,417330,2187,36,11090.0
2025-02-25,Influencers,2552.55,254827,8495,1706,6870.0
2025-02-26,Instagram,3651.16,164362,4760,553,13260.0
2025-02-26,Google,2289.26,140001,961,10,6180.0
2025-02-26,Influencers,2668.37,137413,5068,883,5370.0
2025-02-27,Instagram,6855.18,178020,5141,399,25590.0
2025-02-27,Google,6992.82,228230,2765,108,13090.0
2025-02-27,Influencers,3994.38,390272,12488,1802,8890.0
2025-02-28,Instagram,4519.87,195098,4832,549,17890.0
2025-02-28,Google,4593.0,188103,2044,52,11820.0
2025-02-28,Influencers,2265.42,184692,6292,1045,7880.0
2025-03-01,Instagram,3463.52,280812,5256,317,16130.0
2025-03-01,Google,5228.48,159674,2365,89,10000.0
2025-03-01,Influencers,2353.04,60728,3177,655,7660.0
2025-03-02,Instagram,7242.05,245534,6569,957,28020.0
2025-03-02,Google,7355.65,321971,3075,43,14970.0
2025-03-02,Influencers,3321.72,137287,4616,622,7570.0
2025-03-03,Instagram,4768.44,439726,4616,480,23850.0
2025-03-03,Google,6280.99,539955,3668,68,13270.0
2025-03-03,Influencers,6391.77,346902,16630,2150,11580.0
2025-03-04,Instagram,4485.16,302939,3564,272,22740.0
2025-03-04,Google,6893.26,309653,3625,138,14540.0
2025-03-04,Influencers,3822.18,109409,6260,832,9000.0
2025-03-05,Instagram,4753.74,198049,3410,377,22910.0
2025-03-05,Google,5750.78,191778,2546,126,15750.0
2025-03-05,Influencers,5362.28,205384,9030,1801,9370.0
2025-03-06,Instagram,5041.55,414981,6734,994,24480.0
2025-03-06,Google,6460.89,310507,2727,37,14540.0
2025-03-06,Influencers,4414.47,294530,11240,2654,9510.0
2025-03-07,Instagram,5176.72,279107,4398,604,22670.0
2025-03-07,Google,5856.15,418187,2110,102,11470.0
2025-03-07,Influencers,2755.81,126391,5391,1061,7250.0
2025-03-08,Instagram,5651.48,188373,4019,573,21150.0
2025-03-08,Google,6347.04,307515,2172,72,12130.0
2025-03-08,Influencers,2482.86,130955,7257,1443,7030.0
2025-03-09,Instagram,3709.71,421538,4761,646,19140.0
2025-03-09,Google,5001.5,208727,2847,129,13350.0
2025-03-09,Influencers,2510.77,131807,5325,646,5920.0
2025-03-10,Instagram,4531.64,345943,5124,500,23270.0
2025-03-10,Google,6798.72,410837,3065,42,14360.0
2025-03-10,Influencers,4482.46,230703,7631,1170,9050.0
2025-03-11,Instagram,4570.54,359608,3735,222,18850.0
2025-03-11,Google,3587.64,212666,2131,81,10570.0
2025-03-11,Influencers,2550.02,113735,3625,624,7030.0
2025-03-12,Instagram,3832.11,191511,4028,548,20840.0
2025-03-12,Google,3028.61,136552,1127,30,9150.0
2025-03-12,Influencers,2973.0,69049,4025,953,6550.0
2025-03-13,Instagram,5488.33,218883,5249,392,26010.0
2025-03-13,Google,5628.49,299632,2506,85,13880.0
2025-03-13,Influencers,4381.79,284993,11177,1921,8010.0
2025-03-14,Instagram,5725.41,232595,5854,536,23430.0
2025-03-14,Google,7403.36,353300,3267,159,14760.0
2025-03-14,Influencers,3209.97,138098,5478,661,8270.0
2025-03-15,Instagram,6315.14,285699,7195,1007,27070.0
2025-03-15,Google,6083.63,378725,3095,142,14990.0
2025-03-15,Influencers,4686.31,101545,6062,940,8230.0
2025-03-16,Instagram,5108.98,180176,4352,236,23830.0
2025-03-16,Google,4461.6,339573,2608,82,14740.0
2025-03-16,Influencers,4083.98,137500,7196,1706,9490.0
2025-03-17,Instagram,5950.82,186029,4573,558,21520.0
2025-03-17,Google,8451.02,556538,3474,86,17720.0
2025-03-17,Influencers,2622.43,95752,3925,706,8570.0
2025-03-18,Instagram,4160.18,194350,2880,347,22630.0
2025-03-18,Google,6767.82,177550,2552,97,13150.0
2025-03-18,Influencers,2710.89,113933,5104,650,9240.0
2025-03-19,Instagram,5412.7,256059,4216,338,22260.0
2025-03-19,Google,4034.01,304880,1726,41,13290.0
2025-03-19,Influencers,4920.51,163832,6152,1256,9590.0
2025-03-20,Instagram,5068.11,361144,5257,290,22290.0
2025-03-20,Google,5257.53,313696,2553,122,14080.0
2025-03-20,Influencers,2556.57,153322,7920,1601,8780.0
2025-03-21,Instagram,6252.78,345125,8003,434,25660.0
2025-03-21,Google,7303.25,328305,4609,86,14800.0
2025-03-21,Influencers,6042.12,231038,10093,2311,10190.0
2025-03-22,Instagram,6659.96,721598,10121,1139,24790.0
2025-03-22,Google,6053.85,377569,3054,65,15420.0
2025-03-22,Influencers,5751.97,374119,18277,3100,10450.0
2025-03-23,Instagram,4655.62,126553,3166,297,21940.0
2025-03-23,Google,7557.67,650739,4365,72,14350.0
2025-03-23,Influencers,5744.97,307588,17300,3108,10520.0
2025-03-24,Instagram,6079.82,482628,5541,774,27530.0
2025-03-24,Google,7823.56,286551,3619,92,15600.0
2025-03-24,Influencers,3307.82,110959,4579,621,7350.0
2025-03-25,Instagram,6322.82,529051,9491,646,23330.0
2025-03-25,Google,5396.38,222920,1890,45,14400.0
2025-03-25,Influencers,3569.07,130485,4812,626,7890.0
2025-03-26,Instagram,5076.43,224604,4543,469,19870.0
2025-03-26,Google,4802.74,451060,2344,56,12380.0
2025-03-26,Influencers,2614.74,71170,3440,777,8300.0
2025-03-27,Instagram,4515.79,325180,5809,829,16390.0
2025-03-27,Google,2311.56,83294,1002,49,6760.0
2025-03-27,Influencers,3078.4,126024,6071,1357,5370.0
2025-03-28,Instagram,5173.28,210021,3581,367,20140.0
2025-03-28,Google,4618.54,266824,2510,79,10540.0
2025-03-28,Influencers,2521.5,103666,5183,1267,7720.0
2025-03-29,Instagram,3693.69,114743,2482,291,14770.0
2025-03-29,Google,4464.46,139407,1807,23,8540.0
2025-03-29,Influencers,2608.44,71902,3778,877,7290.0
2025-03-30,Instagram,2250.46,64977,1681,152,12210.0
2025-03-30,Google,2898.45,111601,1173,53,6650.0
2025-03-30,Influencers,3100.2,75864,3978,594,5970.0
2025-03-31,Instagram,4363.56,166281,3711,348,22030.0
2025-03-31,Google,4261.94,176635,1840,38,11780.0
2025-03-31,Influencers,5556.19,164113,6965,1079,10940.0
2025-04-01,Instagram,2557.9,187348,2414,159,10960.0
2025-04-01,Google,2911.44,95816,1065,45,6900.0
2025-04-01,Influencers,1805.83,134540,5782,738,3510.0
2025-04-02,Instagram,2005.6,64059,1442,147,9830.0
2025-04-02,Google,2407.25,200811,1097,43,4800.0
2025-04-02,Influencers,1769.78,79945,4401,902,3540.0
2025-04-03,Instagram,4794.08,614330,6254,580,17960.0
2025-04-03,Google,2478.04,104624,986,15,8230.0
2025-04-03,Influencers,2915.38,124175,4941,1147,6760.0
2025-04-04,Instagram,5634.5,471817,8195,1159,21990.0
2025-04-04,Google,6825.82,225864,2663,100,16360.0
2025-04-04,Influencers,3918.39,118740,5169,677,8650.0
2025-04-05,Instagram,2463.21,189423,1896,179,12450.0
2025-04-05,Google,2852.57,116826,1115,21,7590.0
2025-04-05,Influencers,1379.17,78911,3732,663,4150.0
2025-04-06,Instagram,1926.66,125737,2870,308,9170.0
2025-04-06,Google,2460.06,179587,915,13,6740.0
2025-04-06,Influencers,2729.53,106079,5747,741,5840.0
2025-04-07,Instagram,2930.32,133336,2050,300,10490.0
2025-04-07,Google,3579.53,84682,1264,20,8260.0
2025-04-07,Influencers,2211.53,87349,4255,909,3990.0
2025-04-08,Instagram,5256.55,167585,4083,438,21650.0
2025-04-08,Google,4734.44,147197,1652,20,14320.0
2025-04-08,Influencers,5022.89,314711,15584,3888,10040.0
2025-04-09,Instagram,4804.66,361226,7427,637,19110.0
2025-04-09,Google,7091.46,465118,2984,89,14160.0
2025-04-09,Influencers,3607.13,191174,7155,975,10750.0
2025-04-10,Instagram,4274.35,111337,3005,189,23340.0
2025-04-10,Google,7159.26,236558,3107,96,13990.0
2025-04-10,Influencers,4699.63,146278,6636,916,10000.0
2025-04-11,Instagram,4153.71,160930,3145,255,18750.0
2025-04-11,Google,4767.88,119229,1609,59,11360.0
2025-04-11,Influencers,3648.78,124239,5381,1344,6470.0
2025-04-12,Instagram,3521.51,91977,2549,248,15040.0
2025-04-12,Google,4887.33,208963,1943,37,9700.0
2025-04-12,Influencers,3421.25,151685,6703,981,6240.0
2025-04-13,Instagram,4211.99,162076,4315,356,22140.0
2025-04-13,Google,5142.77,208332,2413,91,13890.0
2025-04-13,Influencers,5986.11,434133,16466,2168,10170.0
2025-04-14,Instagram,4045.58,213055,5676,850,22150.0
2025-04-14,Google,5221.25,463528,2747,105,14700.0
2025-04-14,Influencers,3074.11,164433,8845,1634,8410.0
2025-04-15,Instagram,5751.9,352971,3839,223,22600.0
2025-04-15,Google,4733.14,134577,1611,68,9920.0
2025-04-15,Influencers,2351.17,137912,6145,1113,5480.0
2025-04-16,Instagram,4014.88,180222,5333,529,21330.0
2025-04-16,Google,5198.84,236806,2781,32,12140.0
2025-04-16,Influencers,2517.53,183090,6214,886,8200.0
2025-04-17,Instagram,5442.12,221728,6058,547,27860.0
2025-04-17,Google,7755.72,448658,2795,137,16530.0
2025-04-17,Influencers,4159.16,358510,13503,3059,8880.0
2025-04-18,Instagram,5833.79,251038,6542,438,24090.0
2025-04-18,Google,7137.11,208021,2412,120,13200.0
2025-04-18,Influencers,4346.75,111737,5958,1373,8210.0
2025-04-19,Instagram,4645.69,425658,4446,294,25370.0
2025-04-19,Google,4343.06,115710,1542,17,13650.0
2025-04-19,Influencers,3991.18,126742,7030,1277,9660.0
2025-04-20,Instagram,5776.11,277861,7135,570,22500.0
2025-04-20,Google,4637.93,153314,2062,36,13140.0
2025-04-20,Influencers,4767.5,153002,5984,1213,10420.0
2025-04-21,Instagram,3762.53,160856,3398,281,14450.0
2025-04-21,Google,3776.69,246343,1671,32,10260.0
2025-04-21,Influencers,3103.01,83645,4228,829,6910.0
2025-04-22,Instagram,6269.26,504378,6642,770,25450.0
2025-04-22,Google,4548.25,181132,2111,43,12370.0
2025-04-22,Influencers,2782.83,183326,6518,1193,9010.0
2025-04-23,Instagram,4061.47,279968,4070,512,17890.0
2025-04-23,Google,4699.81,251981,2769,81,11420.0
2025-04-23,Influencers,3795.64,158590,9125,1182,7200.0
2025-04-24,Instagram,6125.69,190004,4911,668,24090.0
2025-04-24,Google,7507.36,368465,3918,154,15580.0
2025-04-24,Influencers,6219.36,242622,9451,1175,10450.0
2025-04-25,Instagram,3495.14,125852,3669,383,16810.0
2025-04-25,Google,2573.26,98656,961,24,8230.0
2025-04-25,Influencers,3359.31,149051,5755,983,6130.0
2025-04-26,Instagram,4612.86,193772,5053,656,20360.0
2025-04-26,Google,5427.58,156593,1986,88,15570.0
2025-04-26,Influencers,5287.23,185801,7682,1673,9660.0
2025-04-27,Instagram,4817.01,134771,3403,386,26270.0
2025-04-27,Google,6877.77,389449,3214,58,17440.0
2025-04-27,Influencers,2956.7,101915,3801,628,9770.0
2025-04-28,Instagram,4079.94,376449,4466,359,19720.0
2025-04-28,Google,4016.75,112082,1665,73,12410.0
2025-04-28,Influencers,2359.26,100952,4980,785,4910.0
2025-04-29,Instagram,3557.98,197856,3225,204,14650.0
2025-04-29,Google,3473.55,187650,1608,30,10800.0
2025-04-29,Influencers,3277.87,308355,10373,2396,6420.0
2025-04-30,Instagram,4683.9,221734,3303,433,19810.0
2025-04-30,Google,6166.08,265108,2811,33,16260.0
2025-04-30,Influencers,5129.9,304135,13030,3065,9270.0
2025-05-01,Instagram,4004.47,201636,5468,515,18080.0
2025-05-01,Google,2818.07,163184,1034,31,7790.0
2025-05-01,Influencers,2274.57,66580,3517,423,5920.0
2025-05-02,Instagram,5141.93,256001,5226,731,22220.0
2025-05-02,Google,4762.92,161873,2332,61,13720.0
2025-05-02,Influencers,3446.26,144786,4378,623,9800.0
2025-05-03,Instagram,3489.18,90254,2641,357,15660.0
2025-05-03,Google,3605.49,321163,2114,58,9650.0
2025-05-03,Influencers,3590.6,101658,5557,892,7900.0
2025-05-04,Instagram,4092.89,295347,6356,671,20820.0
2025-05-04,Google,4849.86,148760,1947,95,10200.0
2025-05-04,Influencers,2279.49,105917,4951,815,8020.0
2025-05-05,Instagram,1973.92,113057,1796,229,8660.0
2025-05-05,Google,2687.96,70798,1013,40,8040.0
2025-05-05,Influencers,2172.19,89261,3875,841,4500.0
2025-05-06,Instagram,5139.6,605031,6445,606,23060.0
2025-05-06,Google,5863.89,538731,3185,138,11150.0
2025-05-06,Influencers,4018.35,158811,7769,1091,9090.0
2025-05-07,Instagram,4148.42,322306,5964,365,16380.0
2025-05-07,Google,3251.36,138763,1777,47,9830.0
2025-05-07,Influencers,4027.32,106406,5816,1287,8710.0
2025-05-08,Instagram,1609.64,50889,1485,156,7840.0
2025-05-08,Google,1977.09,79291,668,18,5390.0
2025-05-08,Influencers,2145.81,127904,4523,751,4260.0
2025-05-09,Instagram,5440.26,204178,4007,363,22660.0
2025-05-09,Google,5659.58,188664,2824,56,14030.0
2025-05-09,Influencers,3367.81,114715,5810,1377,9720.0
2025-05-10,Instagram,3153.89,173412,3275,222,13870.0
2025-05-10,Google,3410.16,168392,1903,62,10500.0
2025-05-10,Influencers,2531.42,66744,3500,517,5890.0
2025-05-11,Instagram,4638.12,243663,7136,819,23430.0
2025-05-11,Google,5250.73,354906,2597,55,15610.0
2025-05-11,Influencers,3234.55,149584,7619,1751,7330.0
2025-05-12,Instagram,4420.96,272927,5794,838,24040.0
2025-05-12,Google,6978.83,188478,2556,117,14270.0
2025-05-12,Influencers,3906.69,160224,6154,1253,9290.0
2025-05-13,Instagram,3895.76,233677,4220,613,17150.0
2025-05-13,Google,3723.0,93812,1388,59,10530.0
2025-05-13,Influencers,3030.22,73353,4388,844,5580.0
2025-05-14,Instagram,1587.3,98703,1387,190,7610.0
2025-05-14,Google,2433.34,211805,1137,43,6100.0
2025-05-14,Influencers,1414.61,48283,1803,432,2730.0
2025-05-15,Instagram,3880.3,140739,2759,200,19200.0
2025-05-15,Google,2940.57,113923,1506,46,9200.0
2025-05-15,Influencers,2284.47,72384,2866,505,6370.0
2025-05-16,Instagram,6161.87,278036,4318,369,24970.0
2025-05-16,Google,5031.45,246619,2481,63,12360.0
2025-05-16,Influencers,5393.18,206019,9383,1219,9920.0
2025-05-17,Instagram,2403.82,147857,2263,178,9630.0
2025-05-17,Google,2252.91,65719,758,13,6010.0
2025-05-17,Influencers,2713.27,96646,3438,731,4570.0
2025-05-18,Instagram,5815.55,600174,8611,749,21030.0
2025-05-18,Google,6604.94,237741,3001,43,12840.0
2025-05-18,Influencers,2902.41,179735,8777,1667,6530.0
2025-05-19,Instagram,5358.89,161577,4268,495,27160.0
2025-05-19,Google,5508.57,362404,2804,123,15670.0
2025-05-19,Influencers,3610.66,172341,7545,1383,8240.0
2025-05-20,Instagram,2971.96,98462,2245,218,13040.0
2025-05-20,Google,4276.07,338702,2117,71,9090.0
2025-05-20,Influencers,3173.54,127980,4729,724,6380.0
2025-05-21,Instagram,3053.05,122005,2861,259,13780.0
2025-05-21,Google,2254.45,93177,1118,31,6080.0
2025-05-21,Influencers,2527.93,128388,6665,1096,4850.0
2025-05-22,Instagram,5863.94,172034,4254,314,21710.0
2025-05-22,Google,6413.98,359614,4172,80,13340.0
2025-05-22,Influencers,4770.38,190981,7955,1367,11360.0
2025-05-23,Instagram,3309.76,257467,3176,379,18040.0
2025-05-23,Google,4015.17,111958,1459,59,10230.0
2025-05-23,Influencers,4250.38,154151,8177,1590,8150.0
2025-05-24,Instagram,3153.85,254459,5025,270,11890.0
2025-05-24,Google,3066.14,96654,1265,29,6410.0
2025-05-24,Influencers,1668.26,40112,2089,486,3640.0
2025-05-25,Instagram,5375.53,606289,8037,824,25640.0
2025-05-25,Google,7401.57,262532,2815,49,13690.0
2025-05-25,Influencers,3315.21,127124,7440,1674,8410.0
2025-05-26,Instagram,3273.62,123357,3497,212,17110.0
2025-05-26,Google,4366.84,153458,2120,71,10440.0
2025-05-26,Influencers,2390.9,126396,5662,1014,7150.0
2025-05-27,Instagram,3956.64,223636,4093,614,20730.0
2025-05-27,Google,4188.8,186736,2294,88,10090.0
2025-05-27,Influencers,2637.91,139052,4322,1038,7640.0
2025-05-28,Instagram,4352.99,396904,5330,497,24050.0
2025-05-28,Google,4884.05,158057,2108,63,14480.0
2025-05-28,Influencers,6170.41,421810,19965,3847,10580.0
2025-05-29,Instagram,4366.36,389649,4650,306,22780.0
2025-05-29,Google,6373.33,287520,2138,38,15340.0
2025-05-29,Influencers,3150.48,171821,9980,2293,10370.0
2025-05-30,Instagram,2994.43,102718,2801,236,16580.0
2025-05-30,Google,3833.7,305429,1829,67,11550.0
2025-05-30,Influencers,3402.44,88704,4765,1118,8560.0
2025-05-31,Instagram,4162.29,164084,3807,443,16070.0
2025-05-31,Google,3744.28,208715,1892,64,9310.0
2025-05-31,Influencers,3083.34,201391,9854,2433,8230.0
2025-06-01,Instagram,6004.67,462402,8373,484,23360.0
2025-06-01,Google,5029.9,402996,2266,51,16080.0
2025-06-01,Influencers,5842.25,189798,10635,2134,9980.0
2025-06-02,Instagram,4455.16,221641,3680,503,23120.0
2025-06-02,Google,7820.42,489400,3064,92,16320.0
2025-06-02,Influencers,5028.29,429227,13412,2067,9050.0
2025-06-03,Instagram,6140.43,397139,8422,937,22950.0
2025-06-03,Google,5106.88,188252,2646,61,15650.0
2025-06-03,Influencers,4034.85,107102,5384,657,9330.0
2025-06-04,Instagram,6307.5,278136,4619,682,23590.0
2025-06-04,Google,6127.34,187986,2261,93,14370.0
2025-06-04,Influencers,4283.65,114898,6693,1427,9280.0
2025-06-05,Instagram,4154.51,235892,3310,183,22690.0
2025-06-05,Google,5145.96,167474,2037,66,14900.0
2025-06-05,Influencers,4924.33,202556,10835,2397,10850.0
2025-06-06,Instagram,5122.19,283301,6157,772,26090.0
2025-06-06,Google,6912.08,664602,4587,165,15720.0
2025-06-06,Influencers,4425.4,119106,7127,1437,10240.0
2025-06-07,Instagram,3132.67,115983,2244,134,15800.0
