date,product,region,channel,units_sold,revenue,CAC
2025-01-05,Chocolate Shake,East,Influencers,11,1870.0,2.874910921766073
2025-01-05,Chocolate Shake,West,Instagram,7,1190.0,8.317334293948127
2025-01-05,Chocolate Shake,West,Google,4,680.0,137.168
2025-01-05,Chocolate Shake,West,Influencers,2,340.0,2.874910921766073
2025-01-05,Banana Shake,North,Instagram,7,1330.0,8.317334293948127
2025-01-05,Banana Shake,North,Google,2,380.0,137.168
2025-01-05,Banana Shake,North,Influencers,4,760.0,2.874910921766073
2025-01-05,Banana Shake,South,Instagram,7,1330.0,8.317334293948127
2025-01-05,Banana Shake,South,Google,5,950.0,137.168
2025-01-05,Banana Shake,South,Influencers,4,760.0,2.874910921766073
2025-01-05,Banana Shake,East,Instagram,19,3610.0,8.317334293948127
2025-01-05,Banana Shake,East,Google,12,2280.0,137.168
2025-01-05,Banana Shake,East,Influencers,4,760.0,2.874910921766073
2025-01-05,Banana Shake,West,Instagram,4,760.0,8.317334293948127
2025-01-05,Banana Shake,West,Google,1,190.0,137.168
2025-01-05,Banana Shake,West,Influencers,1,190.0,2.874910921766073
2025-01-06,Vanilla Shake,North,Instagram,7,1260.0,4.608361934477379
2025-01-06,Vanilla Shake,North,Google,6,1080.0,127.7163829787234
2025-01-06,Vanilla Shake,North,Influencers,4,720.0,6.60399577167019
2025-01-06,Vanilla Shake,South,Instagram,20,3600.0,4.608361934477379
2025-01-06,Vanilla Shake,South,Google,10,1800.0,127.7163829787234
2025-01-06,Vanilla Shake,South,Influencers,10,1800.0,6.60399577167019
2025-01-06,Vanilla Shake,East,Instagram,23,4140.0,4.608361934477379
2025-01-06,Vanilla Shake,East,Google,15,2700.0,127.7163829787234
2025-01-06,Vanilla Shake,East,Influencers,10,1800.0,6.60399577167019
2025-01-06,Vanilla Shake,West,Instagram,2,360.0,4.608361934477379
2025-01-06,Vanilla Shake,West,Google,2,360.0,127.7163829787234
2025-01-06,Vanilla Shake,West,Influencers,2,360.0,6.60399577167019
2025-01-06,Chocolate Shake,North,Instagram,9,1530.0,4.608361934477379
2025-01-06,Chocolate Shake,North,Google,7,1190.0,127.7163829787234
2025-01-06,Chocolate Shake,North,Influencers,5,850.0,6.60399577167019
2025-01-06,Chocolate Shake,South,Instagram,4,680.0,4.608361934477379
2025-01-06,Chocolate Shake,South,Google,14,2380.0,127.7163829787234
2025-01-06,Chocolate Shake,South,Influencers,9,1530.0,6.60399577167019
2025-01-06,Chocolate Shake,East,Instagram,17,2890.0,4.608361934477379
2025-01-06,Chocolate Shake,East,Google,9,1530.0,127.7163829787234
2025-01-06,Chocolate Shake,East,Influencers,8,1360.0,6.60399577167019
2025-01-06,Chocolate Shake,West,Instagram,5,850.0,4.608361934477379
2025-01-06,Chocolate Shake,West,Google,1,170.0,127.7163829787234
2025-01-06,Chocolate Shake,West,Influencers,3,510.0,6.60399577167019
2025-01-06,Banana Shake,North,Instagram,7,1330.0,4.608361934477379
2025-01-06,Banana Shake,North,Google,4,760.0,127.7163829787234
2025-01-06,Banana Shake,North,Influencers,2,380.0,6.60399577167019
2025-01-06,Banana Shake,South,Instagram,10,1900.0,4.608361934477379
2025-01-06,Banana Shake,South,Google,5,950.0,127.7163829787234
2025-01-06,Banana Shake,South,Influencers,6,1140.0,6.60399577167019
2025-01-06,Banana Shake,East,Instagram,11,2090.0,4.608361934477379
2025-01-06,Banana Shake,East,Google,4,760.0,127.7163829787234
2025-01-06,Banana Shake,East,Influencers,7,1330.0,6.60399577167019
2025-01-06,Banana Shake,West,Instagram,8,1520.0,4.608361934477379
2025-01-06,Banana Shake,West,Google,0,0.0,127.7163829787234
2025-01-06,Banana Shake,West,Influencers,1,190.0,6.60399577167019
2025-01-07,Vanilla Shake,North,Instagram,5,900.0,23.525171102661595
2025-01-07,Vanilla Shake,North,Google,11,1980.0,76.12308510638297
2025-01-07,Vanilla Shake,North,Influencers,2,360.0,5.314154411764706
2025-01-07,Vanilla Shake,South,Instagram,16,2880.0,23.525171102661595
2025-01-07,Vanilla Shake,South,Google,11,1980.0,76.12308510638297
2025-01-07,Vanilla Shake,South,Influencers,4,720.0,5.314154411764706
2025-01-07,Vanilla Shake,East,Instagram,18,3240.0,23.525171102661595
2025-01-07,Vanilla Shake,East,Google,14,2520.0,76.12308510638297
2025-01-07,Vanilla Shake,East,Influencers,11,1980.0,5.314154411764706
2025-01-07,Vanilla Shake,West,Instagram,6,1080.0,23.525171102661595
2025-01-07,Vanilla Shake,West,Google,4,720.0,76.12308510638297
2025-01-07,Vanilla Shake,West,Influencers,3,540.0,5.314154411764706
2025-01-07,Chocolate Shake,North,Instagram,15,2550.0,23.525171102661595
2025-01-07,Chocolate Shake,North,Google,10,1700.0,76.12308510638297
2025-01-07,Chocolate Shake,North,Influencers,2,340.0,5.314154411764706
2025-01-07,Chocolate Shake,South,Instagram,17,2890.0,23.525171102661595
2025-01-07,Chocolate Shake,South,Google,4,680.0,76.12308510638297
2025-01-07,Chocolate Shake,South,Influencers,8,1360.0,5.314154411764706
2025-01-07,Chocolate Shake,East,Instagram,15,2550.0,23.525171102661595
2025-01-07,Chocolate Shake,East,Google,16,2720.0,76.12308510638297
2025-01-07,Chocolate Shake,East,Influencers,6,1020.0,5.314154411764706
2025-01-07,Chocolate Shake,West,Instagram,1,170.0,23.525171102661595
2025-01-07,Chocolate Shake,West,Google,4,680.0,76.12308510638297
2025-01-07,Chocolate Shake,West,Influencers,3,510.0,5.314154411764706
2025-01-07,Banana Shake,North,Instagram,5,950.0,23.525171102661595
2025-01-07,Banana Shake,North,Google,3,570.0,76.12308510638297
2025-01-07,Banana Shake,North,Influencers,4,760.0,5.314154411764706
2025-01-07,Banana Shake,South,Instagram,10,1900.0,23.525171102661595
2025-01-07,Banana Shake,South,Google,4,760.0,76.12308510638297
2025-01-07,Banana Shake,South,Influencers,3,570.0,5.314154411764706
2025-01-07,Banana Shake,East,Instagram,12,2280.0,23.525171102661595
2025-01-07,Banana Shake,East,Google,6,1140.0,76.12308510638297
2025-01-07,Banana Shake,East,Influencers,2,380.0,5.314154411764706
2025-01-07,Banana Shake,West,Instagram,8,1520.0,23.525171102661595
2025-01-07,Banana Shake,West,Google,0,0.0,76.12308510638297
2025-01-07,Banana Shake,West,Influencers,2,380.0,5.314154411764706
2025-01-08,Vanilla Shake,North,Instagram,13,2340.0,4.344443319838057
2025-01-08,Vanilla Shake,North,Google,8,1440.0,158.92594594594595
2025-01-08,Vanilla Shake,North,Influencers,4,720.0,3.1250585802894557
2025-01-08,Vanilla Shake,South,Instagram,18,3240.0,4.344443319838057
2025-01-08,Vanilla Shake,South,Google,10,1800.0,158.92594594594595
2025-01-08,Vanilla Shake,South,Influencers,5,900.0,3.1250585802894557
2025-01-08,Vanilla Shake,East,Instagram,22,3960.0,4.344443319838057
2025-01-08,Vanilla Shake,East,Google,16,2880.0,158.92594594594595
2025-01-08,Vanilla Shake,East,Influencers,13,2340.0,3.1250585802894557
2025-01-08,Vanilla Shake,West,Instagram,2,360.0,4.344443319838057
2025-01-08,Vanilla Shake,West,Google,2,360.0,158.92594594594595
2025-01-08,Vanilla Shake,West,Influencers,3,540.0,3.1250585802894557
2025-01-08,Chocolate Shake,North,Instagram,5,850.0,4.344443319838057
2025-01-08,Chocolate Shake,North,Google,9,1530.0,158.92594594594595
2025-01-08,Chocolate Shake,North,Influencers,2,340.0,3.1250585802894557
2025-01-08,Chocolate Shake,South,Instagram,10,1700.0,4.344443319838057
2025-01-08,Chocolate Shake,South,Google,14,2380.0,158.92594594594595
2025-01-08,Chocolate Shake,South,Influencers,7,1190.0,3.1250585802894557
2025-01-08,Chocolate Shake,East,Instagram,18,3060.0,4.344443319838057
2025-01-08,Chocolate Shake,East,Google,15,2550.0,158.92594594594595
2025-01-08,Chocolate Shake,East,Influencers,3,510.0,3.1250585802894557
2025-01-08,Chocolate Shake,West,Instagram,1,170.0,4.344443319838057
2025-01-08,Chocolate Shake,West,Google,5,850.0,158.92594594594595
2025-01-08,Chocolate Shake,West,Influencers,5,850.0,3.1250585802894557
2025-01-08,Banana Shake,North,Instagram,4,760.0,4.344443319838057
2025-01-08,Banana Shake,North,Google,6,1140.0,158.92594594594595
2025-01-08,Banana Shake,North,Influencers,0,0.0,3.1250585802894557
2025-01-08,Banana Shake,South,Instagram,11,2090.0,4.344443319838057
2025-01-08,Banana Shake,South,Google,7,1330.0,158.92594594594595
2025-01-08,Banana Shake,South,Influencers,4,760.0,3.1250585802894557
2025-01-08,Banana Shake,East,Instagram,14,2660.0,4.344443319838057
2025-01-08,Banana Shake,East,Google,7,1330.0,158.92594594594595
2025-01-08,Banana Shake,East,Influencers,5,950.0,3.1250585802894557
2025-01-08,Banana Shake,West,Instagram,3,570.0,4.344443319838057
2025-01-08,Banana Shake,West,Google,3,570.0,158.92594594594595
2025-01-08,Banana Shake,West,Influencers,1,190.0,3.1250585802894557
2025-01-09,Vanilla Shake,North,Instagram,16,2880.0,9.43641134751773
2025-01-09,Vanilla Shake,North,Google,16,2880.0,79.81443298969072
2025-01-09,Vanilla Shake,North,Influencers,2,360.0,2.005463002114165
2025-01-09,Vanilla Shake,South,Instagram,19,3420.0,9.43641134751773
2025-01-09,Vanilla Shake,South,Google,9,1620.0,79.81443298969072
2025-01-09,Vanilla Shake,South,Influencers,6,1080.0,2.005463002114165
2025-01-09,Vanilla Shake,East,Instagram,22,3960.0,9.43641134751773
2025-01-09,Vanilla Shake,East,Google,21,3780.0,79.81443298969072
2025-01-09,Vanilla Shake,East,Influencers,14,2520.0,2.005463002114165
2025-01-09,Vanilla Shake,West,Instagram,11,1980.0,9.43641134751773
2025-01-09,Vanilla Shake,West,Google,3,540.0,79.81443298969072
2025-01-09,Vanilla Shake,West,Influencers,2,360.0,2.005463002114165
2025-01-09,Chocolate Shake,North,Instagram,9,1530.0,9.43641134751773
2025-01-09,Chocolate Shake,North,Google,7,1190.0,79.81443298969072
2025-01-09,Chocolate Shake,North,Influencers,0,0.0,2.005463002114165
2025-01-09,Chocolate Shake,South,Instagram,11,1870.0,9.43641134751773
2025-01-09,Chocolate Shake,South,Google,9,1530.0,79.81443298969072
2025-01-09,Chocolate Shake,South,Influencers,2,340.0,2.005463002114165
2025-01-09,Chocolate Shake,East,Instagram,20,3400.0,9.43641134751773
2025-01-09,Chocolate Shake,East,Google,6,1020.0,79.81443298969072
2025-01-09,Chocolate Shake,East,Influencers,9,1530.0,2.005463002114165
2025-01-09,Chocolate Shake,West,Instagram,10,1700.0,9.43641134751773
2025-01-09,Chocolate Shake,West,Google,2,340.0,79.81443298969072
2025-01-09,Chocolate Shake,West,Influencers,4,680.0,2.005463002114165
2025-01-09,Banana Shake,North,Instagram,8,1520.0,9.43641134751773
2025-01-09,Banana Shake,North,Google,3,570.0,79.81443298969072
2025-01-09,Banana Shake,North,Influencers,2,380.0,2.005463002114165
2025-01-09,Banana Shake,South,Instagram,9,1710.0,9.43641134751773
2025-01-09,Banana Shake,South,Google,7,1330.0,79.81443298969072
2025-01-09,Banana Shake,South,Influencers,5,950.0,2.005463002114165
2025-01-09,Banana Shake,East,Instagram,13,2470.0,9.43641134751773
2025-01-09,Banana Shake,East,Google,5,950.0,79.81443298969072
2025-01-09,Banana Shake,East,Influencers,6,1140.0,2.005463002114165
2025-01-09,Banana Shake,West,Instagram,3,570.0,9.43641134751773
2025-01-09,Banana Shake,West,Google,0,0.0,79.81443298969072
2025-01-09,Banana Shake,West,Influencers,3,570.0,2.005463002114165
2025-01-10,Vanilla Shake,North,Instagram,13,2340.0,17.47900684931507
2025-01-10,Vanilla Shake,North,Google,2,360.0,34.15972972972973
2025-01-10,Vanilla Shake,North,Influencers,5,900.0,3.5323491379310346
2025-01-10,Vanilla Shake,South,Instagram,15,2700.0,17.47900684931507
2025-01-10,Vanilla Shake,South,Google,11,1980.0,34.15972972972973
2025-01-10,Vanilla Shake,South,Influencers,3,540.0,3.5323491379310346
2025-01-10,Vanilla Shake,East,Instagram,14,2520.0,17.47900684931507
2025-01-10,Vanilla Shake,East,Google,17,3060.0,34.15972972972973
2025-01-10,Vanilla Shake,East,Influencers,11,1980.0,3.5323491379310346
2025-01-10,Vanilla Shake,West,Instagram,5,900.0,17.47900684931507
2025-01-10,Vanilla Shake,West,Google,6,1080.0,34.15972972972973
2025-01-10,Vanilla Shake,West,Influencers,1,180.0,3.5323491379310346
2025-01-10,Chocolate Shake,North,Instagram,12,2040.0,17.47900684931507
2025-01-10,Chocolate Shake,North,Google,8,1360.0,34.15972972972973
2025-01-10,Chocolate Shake,North,Influencers,0,0.0,3.5323491379310346
2025-01-10,Chocolate Shake,South,Instagram,21,3570.0,17.47900684931507
2025-01-10,Chocolate Shake,South,Google,9,1530.0,34.15972972972973
2025-01-10,Chocolate Shake,South,Influencers,6,1020.0,3.5323491379310346
2025-01-10,Chocolate Shake,East,Instagram,21,3570.0,17.47900684931507
2025-01-10,Chocolate Shake,East,Google,19,3230.0,34.15972972972973
2025-01-10,Chocolate Shake,East,Influencers,5,850.0,3.5323491379310346
2025-01-10,Chocolate Shake,West,Instagram,8,1360.0,17.47900684931507
2025-01-10,Chocolate Shake,West,Google,3,510.0,34.15972972972973
2025-01-10,Chocolate Shake,West,Influencers,2,340.0,3.5323491379310346
2025-01-10,Banana Shake,North,Instagram,6,1140.0,17.47900684931507
2025-01-10,Banana Shake,North,Google,3,570.0,34.15972972972973
2025-01-10,Banana Shake,North,Influencers,3,570.0,3.5323491379310346
2025-01-10,Banana Shake,South,Instagram,7,1330.0,17.47900684931507
2025-01-10,Banana Shake,South,Google,0,0.0,34.15972972972973
2025-01-10,Banana Shake,South,Influencers,2,380.0,3.5323491379310346
2025-01-10,Banana Shake,East,Instagram,13,2470.0,17.47900684931507
2025-01-10,Banana Shake,East,Google,9,1710.0,34.15972972972973
2025-01-10,Banana Shake,East,Influencers,6,1140.0,3.5323491379310346
2025-01-10,Banana Shake,West,Instagram,3,570.0,17.47900684931507
2025-01-10,Banana Shake,West,Google,4,760.0,34.15972972972973
2025-01-10,Banana Shake,West,Influencers,1,190.0,3.5323491379310346
2025-01-11,Vanilla Shake,North,Instagram,19,3420.0,10.010935754189944
2025-01-11,Vanilla Shake,North,Google,7,1260.0,33.98541436464088
2025-01-11,Vanilla Shake,North,Influencers,5,900.0,4.3315339578454335
2025-01-11,Vanilla Shake,South,Instagram,19,3420.0,10.010935754189944
2025-01-11,Vanilla Shake,South,Google,13,2340.0,33.98541436464088
2025-01-11,Vanilla Shake,South,Influencers,6,1080.0,4.3315339578454335
2025-01-11,Vanilla Shake,East,Instagram,20,3600.0,10.010935754189944
2025-01-11,Vanilla Shake,East,Google,16,2880.0,33.98541436464088
2025-01-11,Vanilla Shake,East,Influencers,16,2880.0,4.3315339578454335
2025-01-11,Vanilla Shake,West,Instagram,8,1440.0,10.010935754189944
2025-01-11,Vanilla Shake,West,Google,5,900.0,33.98541436464088
2025-01-11,Vanilla Shake,West,Influencers,2,360.0,4.3315339578454335
2025-01-11,Chocolate Shake,North,Instagram,12,2040.0,10.010935754189944
2025-01-11,Chocolate Shake,North,Google,10,1700.0,33.98541436464088
2025-01-11,Chocolate Shake,North,Influencers,3,510.0,4.3315339578454335
2025-01-11,Chocolate Shake,South,Instagram,12,2040.0,10.010935754189944
2025-01-11,Chocolate Shake,South,Google,10,1700.0,33.98541436464088
2025-01-11,Chocolate Shake,South,Influencers,3,510.0,4.3315339578454335
2025-01-11,Chocolate Shake,East,Instagram,25,4250.0,10.010935754189944
2025-01-11,Chocolate Shake,East,Google,12,2040.0,33.98541436464088
2025-01-11,Chocolate Shake,East,Influencers,11,1870.0,4.3315339578454335
2025-01-11,Chocolate Shake,West,Instagram,4,680.0,10.010935754189944
2025-01-11,Chocolate Shake,West,Google,2,340.0,33.98541436464088
2025-01-11,Chocolate Shake,West,Influencers,2,340.0,4.3315339578454335
2025-01-11,Banana Shake,North,Instagram,10,1900.0,10.010935754189944
