date,product,opening_stock,units_produced,units_dispatched,closing_stock,lost_demand,stockout_flag
2025-02-25,Eye Repair Serum,180,20,16,184,0,No
2025-02-26,Vitamin C Serum,516,39,33,522,0,No
2025-02-26,Hydra Cream,0,51,51,0,19,Yes
2025-02-26,Eye Repair Serum,184,19,18,185,0,No
2025-02-27,Vitamin C Serum,522,45,37,530,0,No
2025-02-27,Hydra Cream,0,21,21,0,32,Yes
2025-02-27,Eye Repair Serum,185,20,16,189,0,No
2025-02-28,Vitamin C Serum,530,43,35,538,0,No
2025-02-28,Hydra Cream,0,55,55,0,9,Yes
2025-02-28,Eye Repair Serum,189,18,19,188,0,No
2025-03-01,Vitamin C Serum,538,45,47,536,0,No
2025-03-01,Hydra Cream,0,50,50,0,10,Yes
2025-03-01,Eye Repair Serum,188,17,20,185,0,No
2025-03-02,Vitamin C Serum,536,39,38,537,0,No
2025-03-02,Hydra Cream,0,52,52,0,10,Yes
2025-03-02,Eye Repair Serum,185,17,18,184,0,No
2025-03-03,Vitamin C Serum,537,42,45,534,0,No
2025-03-03,Hydra Cream,0,46,46,0,18,Yes
2025-03-03,Eye Repair Serum,184,19,20,183,0,No
2025-03-04,Vitamin C Serum,534,38,41,531,0,No
2025-03-04,Hydra Cream,0,49,49,0,1,Yes
2025-03-04,Eye Repair Serum,183,17,21,179,0,No
2025-03-05,Vitamin C Serum,531,39,39,531,0,No
2025-03-05,Hydra Cream,0,49,49,0,9,Yes
2025-03-05,Eye Repair Serum,179,19,19,179,0,No
2025-03-06,Vitamin C Serum,531,43,43,531,0,No
2025-03-06,Hydra Cream,0,54,54,0,5,Yes
2025-03-06,Eye Repair Serum,179,8,20,167,0,No
2025-03-07,Vitamin C Serum,531,46,39,538,0,No
2025-03-07,Hydra Cream,0,52,52,0,4,Yes
2025-03-07,Eye Repair Serum,167,20,18,169,0,No
2025-03-08,Vitamin C Serum,538,42,37,543,0,No
2025-03-08,Hydra Cream,0,55,55,0,8,Yes
2025-03-08,Eye Repair Serum,169,9,21,157,0,No
2025-03-09,Vitamin C Serum,543,41,36,548,0,No
2025-03-09,Hydra Cream,0,47,47,0,12,Yes
2025-03-09,Eye Repair Serum,157,18,20,155,0,No
2025-03-10,Vitamin C Serum,548,40,43,545,0,No
2025-03-10,Hydra Cream,0,50,48,2,0,No
2025-03-10,Eye Repair Serum,155,19,21,153,0,No
2025-03-11,Vitamin C Serum,545,40,43,542,0,No
2025-03-11,Hydra Cream,2,32,34,0,30,Yes
2025-03-11,Eye Repair Serum,153,18,19,152,0,No
2025-03-12,Vitamin C Serum,542,45,50,537,0,No
2025-03-12,Hydra Cream,0,55,48,7,0,No
2025-03-12,Eye Repair Serum,152,20,18,154,0,No
2025-03-13,Vitamin C Serum,537,43,46,534,0,No
2025-03-13,Hydra Cream,7,50,57,0,4,Yes
2025-03-13,Eye Repair Serum,154,17,20,151,0,No
2025-03-14,Vitamin C Serum,534,43,37,540,0,No
2025-03-14,Hydra Cream,0,47,47,0,12,Yes
2025-03-14,Eye Repair Serum,151,20,17,154,0,No
2025-03-15,Vitamin C Serum,540,45,40,545,0,No
2025-03-15,Hydra Cream,0,47,47,0,9,Yes
2025-03-15,Eye Repair Serum,154,16,21,149,0,No
2025-03-16,Vitamin C Serum,545,40,38,547,0,No
2025-03-16,Hydra Cream,0,54,54,0,8,Yes
2025-03-16,Eye Repair Serum,149,20,16,153,0,No
2025-03-17,Vitamin C Serum,547,44,42,549,0,No
2025-03-17,Hydra Cream,0,54,53,1,0,No
2025-03-17,Eye Repair Serum,153,18,17,154,0,No
2025-03-18,Vitamin C Serum,549,46,50,545,0,No
2025-03-18,Hydra Cream,1,55,56,0,15,Yes
2025-03-18,Eye Repair Serum,154,17,17,154,0,No
2025-03-19,Vitamin C Serum,545,45,46,544,0,No
2025-03-19,Hydra Cream,0,52,52,0,16,Yes
2025-03-19,Eye Repair Serum,154,6,20,140,0,No
2025-03-20,Vitamin C Serum,544,46,49,541,0,No
2025-03-20,Hydra Cream,0,55,55,0,1,Yes
2025-03-20,Eye Repair Serum,140,19,19,140,0,No
2025-03-21,Vitamin C Serum,541,38,35,544,0,No
2025-03-21,Hydra Cream,0,24,24,0,34,Yes
2025-03-21,Eye Repair Serum,140,20,18,142,0,No
2025-03-22,Vitamin C Serum,544,39,35,548,0,No
2025-03-22,Hydra Cream,0,53,53,0,3,Yes
2025-03-22,Eye Repair Serum,142,19,21,140,0,No
2025-03-23,Vitamin C Serum,548,39,43,544,0,No
2025-03-23,Hydra Cream,0,46,46,0,21,Yes
2025-03-23,Eye Repair Serum,140,20,17,143,0,No
2025-03-24,Vitamin C Serum,544,45,47,542,0,No
2025-03-24,Hydra Cream,0,53,53,0,16,Yes
2025-03-24,Eye Repair Serum,143,17,19,141,0,No
2025-03-25,Vitamin C Serum,542,44,46,540,0,No
2025-03-25,Hydra Cream,0,51,51,0,12,Yes
2025-03-25,Eye Repair Serum,141,17,19,139,0,No
2025-03-26,Vitamin C Serum,540,42,40,542,0,No
2025-03-26,Hydra Cream,0,46,46,0,10,Yes
2025-03-26,Eye Repair Serum,139,16,18,137,0,No
2025-03-27,Vitamin C Serum,542,38,35,545,0,No
2025-03-27,Hydra Cream,0,48,48,0,7,Yes
2025-03-27,Eye Repair Serum,137,20,20,137,0,No
2025-03-28,Vitamin C Serum,545,39,40,544,0,No
2025-03-28,Hydra Cream,0,56,56,0,15,Yes
2025-03-28,Eye Repair Serum,137,17,22,132,0,No
2025-03-29,Vitamin C Serum,544,46,37,553,0,No
2025-03-29,Hydra Cream,0,47,47,0,2,Yes
2025-03-29,Eye Repair Serum,132,19,16,135,0,No
2025-03-30,Vitamin C Serum,553,45,40,558,0,No
2025-03-30,Hydra Cream,0,48,48,0,18,Yes
2025-03-30,Eye Repair Serum,135,20,16,139,0,No
2025-03-31,Vitamin C Serum,558,40,43,555,0,No
2025-03-31,Hydra Cream,0,48,48,0,13,Yes
2025-03-31,Eye Repair Serum,139,9,16,132,0,No
2025-04-01,Vitamin C Serum,555,40,42,553,0,No
2025-04-01,Hydra Cream,0,55,51,4,0,No
2025-04-01,Eye Repair Serum,132,20,16,136,0,No
2025-04-02,Vitamin C Serum,553,38,42,549,0,No
2025-04-02,Hydra Cream,4,56,54,6,0,No
2025-04-02,Eye Repair Serum,136,16,17,135,0,No
2025-04-03,Vitamin C Serum,549,25,46,528,0,No
2025-04-03,Hydra Cream,6,56,61,1,0,No
2025-04-03,Eye Repair Serum,135,19,17,137,0,No
2025-04-04,Vitamin C Serum,528,17,56,489,0,No
2025-04-04,Hydra Cream,1,34,35,0,11,Yes
2025-04-04,Eye Repair Serum,137,18,16,139,0,No
2025-04-05,Vitamin C Serum,489,45,41,493,0,No
2025-04-05,Hydra Cream,0,48,45,3,0,No
2025-04-05,Eye Repair Serum,139,18,20,137,0,No
2025-04-06,Vitamin C Serum,493,38,54,477,0,No
2025-04-06,Hydra Cream,3,50,45,8,0,No
2025-04-06,Eye Repair Serum,137,16,17,136,0,No
2025-04-07,Vitamin C Serum,477,38,53,462,0,No
2025-04-07,Hydra Cream,8,55,53,10,0,No
2025-04-07,Eye Repair Serum,136,16,17,135,0,No
2025-04-08,Vitamin C Serum,462,43,45,460,0,No
2025-04-08,Hydra Cream,10,46,56,0,2,Yes
2025-04-08,Eye Repair Serum,135,20,22,133,0,No
2025-04-09,Vitamin C Serum,460,44,51,453,0,No
2025-04-09,Hydra Cream,0,56,54,2,0,No
2025-04-09,Eye Repair Serum,133,19,17,135,0,No
2025-04-10,Vitamin C Serum,453,39,57,435,0,No
2025-04-10,Hydra Cream,2,48,50,0,2,Yes
2025-04-10,Eye Repair Serum,135,18,18,135,0,No
2025-04-11,Vitamin C Serum,435,44,54,425,0,No
2025-04-11,Hydra Cream,0,47,47,0,8,Yes
2025-04-11,Eye Repair Serum,135,8,16,127,0,No
2025-04-12,Vitamin C Serum,425,40,54,411,0,No
2025-04-12,Hydra Cream,0,55,55,0,3,Yes
2025-04-12,Eye Repair Serum,127,16,17,126,0,No
2025-04-13,Vitamin C Serum,411,46,58,399,0,No
2025-04-13,Hydra Cream,0,55,55,0,7,Yes
2025-04-13,Eye Repair Serum,126,20,21,125,0,No
2025-04-14,Vitamin C Serum,399,41,59,381,0,No
2025-04-14,Hydra Cream,0,49,49,0,13,Yes
2025-04-14,Eye Repair Serum,125,16,17,124,0,No
2025-04-15,Vitamin C Serum,381,40,75,346,0,No
2025-04-15,Hydra Cream,0,56,56,0,4,Yes
2025-04-15,Eye Repair Serum,124,20,18,126,0,No
2025-04-16,Vitamin C Serum,346,46,58,334,0,No
2025-04-16,Hydra Cream,0,51,51,0,6,Yes
2025-04-16,Eye Repair Serum,126,18,21,123,0,No
2025-04-17,Vitamin C Serum,334,45,70,309,0,No
2025-04-17,Hydra Cream,0,54,54,0,9,Yes
2025-04-17,Eye Repair Serum,123,19,20,122,0,No
2025-04-18,Vitamin C Serum,309,41,59,291,0,No
2025-04-18,Hydra Cream,0,47,44,3,0,No
2025-04-18,Eye Repair Serum,122,19,19,122,0,No
2025-04-19,Vitamin C Serum,291,46,78,259,0,No
2025-04-19,Hydra Cream,3,50,47,6,0,No
2025-04-19,Eye Repair Serum,122,18,18,122,0,No
2025-04-20,Vitamin C Serum,259,46,71,234,0,No
2025-04-20,Hydra Cream,6,52,58,0,1,Yes
2025-04-20,Eye Repair Serum,122,16,18,120,0,No
2025-04-21,Vitamin C Serum,234,40,58,216,0,No
2025-04-21,Hydra Cream,0,46,46,0,7,Yes
2025-04-21,Eye Repair Serum,120,19,20,119,0,No
2025-04-22,Vitamin C Serum,216,39,61,194,0,No
2025-04-22,Hydra Cream,0,55,55,0,9,Yes
2025-04-22,Eye Repair Serum,119,20,20,119,0,No
2025-04-23,Vitamin C Serum,194,19,59,154,0,No
2025-04-23,Hydra Cream,0,50,50,0,0,No
2025-04-23,Eye Repair Serum,119,16,15,120,0,No
2025-04-24,Vitamin C Serum,154,46,57,143,0,No
2025-04-24,Hydra Cream,0,50,47,3,0,No
2025-04-24,Eye Repair Serum,120,19,16,123,0,No
2025-04-25,Vitamin C Serum,143,38,41,140,0,No
2025-04-25,Hydra Cream,3,56,49,10,0,No
2025-04-25,Eye Repair Serum,123,20,20,123,0,No
2025-04-26,Vitamin C Serum,140,39,40,139,0,No
2025-04-26,Hydra Cream,10,53,56,7,0,No
2025-04-26,Eye Repair Serum,123,16,16,123,0,No
2025-04-27,Vitamin C Serum,139,41,54,126,0,No
2025-04-27,Hydra Cream,7,49,54,2,0,No
2025-04-27,Eye Repair Serum,123,18,17,124,0,No
2025-04-28,Vitamin C Serum,126,43,45,124,0,No
2025-04-28,Hydra Cream,2,47,49,0,9,Yes
2025-04-28,Eye Repair Serum,124,8,22,110,0,No
2025-04-29,Vitamin C Serum,124,39,53,110,0,No
2025-04-29,Hydra Cream,0,54,54,0,6,Yes
2025-04-29,Eye Repair Serum,110,18,18,110,0,No
2025-04-30,Vitamin C Serum,110,40,54,96,0,No
2025-04-30,Hydra Cream,0,19,19,0,42,Yes
2025-04-30,Eye Repair Serum,110,20,20,110,0,No
2025-05-01,Vitamin C Serum,96,42,63,75,0,No
2025-05-01,Hydra Cream,0,46,46,0,6,Yes
2025-05-01,Eye Repair Serum,110,11,15,106,0,No
2025-05-02,Vitamin C Serum,75,42,61,56,0,No
2025-05-02,Hydra Cream,0,49,49,0,8,Yes
2025-05-02,Eye Repair Serum,106,19,20,105,0,No
2025-05-03,Vitamin C Serum,56,43,53,46,0,No
2025-05-03,Hydra Cream,0,51,51,0,0,No
2025-05-03,Eye Repair Serum,105,18,15,108,0,No
2025-05-04,Vitamin C Serum,46,40,49,37,0,No
2025-05-04,Hydra Cream,0,47,47,0,4,Yes
2025-05-04,Eye Repair Serum,108,20,15,113,0,No
2025-05-05,Vitamin C Serum,37,38,57,18,0,No
2025-05-05,Hydra Cream,0,50,43,7,0,No
2025-05-05,Eye Repair Serum,113,16,19,110,0,No
2025-05-06,Vitamin C Serum,18,44,61,1,0,No
2025-05-06,Hydra Cream,7,53,45,15,0,No
2025-05-06,Eye Repair Serum,110,20,20,110,0,No
2025-05-07,Vitamin C Serum,1,42,43,0,11,Yes
2025-05-07,Hydra Cream,15,55,40,30,0,No
2025-05-07,Eye Repair Serum,110,19,17,112,0,No
2025-05-08,Vitamin C Serum,0,42,42,0,10,Yes
2025-05-08,Hydra Cream,30,51,48,33,0,No
2025-05-08,Eye Repair Serum,112,17,16,113,0,No
2025-05-09,Vitamin C Serum,0,17,17,0,51,Yes
2025-05-09,Hydra Cream,33,47,41,39,0,No
2025-05-09,Eye Repair Serum,113,20,18,115,0,No
2025-05-10,Vitamin C Serum,0,20,20,0,39,Yes
2025-05-10,Hydra Cream,39,53,54,38,0,No
2025-05-10,Eye Repair Serum,115,16,18,113,0,No
2025-05-11,Vitamin C Serum,0,40,40,0,19,Yes
2025-05-11,Hydra Cream,38,49,40,47,0,No
2025-05-11,Eye Repair Serum,113,16,21,108,0,No
2025-05-12,Vitamin C Serum,0,46,46,0,21,Yes
2025-05-12,Hydra Cream,47,47,46,48,0,No
2025-05-12,Eye Repair Serum,108,16,19,105,0,No
2025-05-13,Vitamin C Serum,0,25,25,0,39,Yes
2025-05-13,Hydra Cream,48,53,42,59,0,No
2025-05-13,Eye Repair Serum,105,20,16,109,0,No
2025-05-14,Vitamin C Serum,0,43,43,0,22,Yes
2025-05-14,Hydra Cream,59,51,53,57,0,No
2025-05-14,Eye Repair Serum,109,20,17,112,0,No
2025-05-15,Vitamin C Serum,0,41,41,0,29,Yes
2025-05-15,Hydra Cream,57,56,50,63,0,No
2025-05-15,Eye Repair Serum,112,16,18,110,0,No
2025-05-16,Vitamin C Serum,0,39,39,0,28,Yes
2025-05-16,Hydra Cream,63,52,55,60,0,No
2025-05-16,Eye Repair Serum,110,18,18,110,0,No
2025-05-17,Vitamin C Serum,0,40,40,0,19,Yes
2025-05-17,Hydra Cream,60,35,41,54,0,No
2025-05-17,Eye Repair Serum,110,17,16,111,0,No
2025-05-18,Vitamin C Serum,0,40,40,0,9,Yes
2025-05-18,Hydra Cream,54,49,45,58,0,No
2025-05-18,Eye Repair Serum,111,17,20,108,0,No
2025-05-19,Vitamin C Serum,0,38,38,0,27,Yes
2025-05-19,Hydra Cream,58,48,55,51,0,No
2025-05-19,Eye Repair Serum,108,16,18,106,0,No
2025-05-20,Vitamin C Serum,0,45,45,0,19,Yes
2025-05-20,Hydra Cream,51,55,55,51,0,No
2025-05-20,Eye Repair Serum,106,20,18,108,0,No
2025-05-21,Vitamin C Serum,0,41,41,0,18,Yes
2025-05-21,Hydra Cream,51,50,57,44,0,No
2025-05-21,Eye Repair Serum,108,18,14,112,0,No
2025-05-22,Vitamin C Serum,0,41,41,0,12,Yes
2025-05-22,Hydra Cream,44,46,49,41,0,No
2025-05-22,Eye Repair Serum,112,18,21,109,0,No
2025-05-23,Vitamin C Serum,0,40,40,0,14,Yes
2025-05-23,Hydra Cream,41,54,52,43,0,No
2025-05-23,Eye Repair Serum,109,20,15,114,0,No
2025-05-24,Vitamin C Serum,0,42,42,0,17,Yes
2025-05-24,Hydra Cream,43,50,45,48,0,No
2025-05-24,Eye Repair Serum,114,19,15,118,0,No
2025-05-25,Vitamin C Serum,0,42,42,0,25,Yes
2025-05-25,Hydra Cream,48,56,49,55,0,No
2025-05-25,Eye Repair Serum,118,16,19,115,0,No
2025-05-26,Vitamin C Serum,0,39,39,0,18,Yes
2025-05-26,Hydra Cream,55,50,42,63,0,No
2025-05-26,Eye Repair Serum,115,18,19,114,0,No
2025-05-27,Vitamin C Serum,0,45,45,0,11,Yes
2025-05-27,Hydra Cream,63,52,44,71,0,No
2025-05-27,Eye Repair Serum,114,19,17,116,0,No
2025-05-28,Vitamin C Serum,0,39,39,0,15,Yes
2025-05-28,Hydra Cream,71,50,46,75,0,No
2025-05-28,Eye Repair Serum,116,20,20,116,0,No
2025-05-29,Vitamin C Serum,0,38,38,0,32,Yes
2025-05-29,Hydra Cream,75,48,40,83,0,No
2025-05-29,Eye Repair Serum,116,17,15,118,0,No
2025-05-30,Vitamin C Serum,0,46,46,0,18,Yes
2025-05-30,Hydra Cream,83,48,57,74,0,No
2025-05-30,Eye Repair Serum,118,17,15,120,0,No
2025-05-31,Vitamin C Serum,0,45,45,0,3,Yes
2025-05-31,Hydra Cream,74,55,50,79,0,No
2025-05-31,Eye Repair Serum,120,18,19,119,0,No
2025-06-01,Vitamin C Serum,0,44,44,0,1,Yes
2025-06-01,Hydra Cream,79,55,42,92,0,No
2025-06-01,Eye Repair Serum,119,18,19,118,0,No
2025-06-02,Vitamin C Serum,0,39,39,0,1,Yes
2025-06-02,Hydra Cream,92,53,49,96,0,No
2025-06-02,Eye Repair Serum,118,17,13,122,0,No
2025-06-03,Vitamin C Serum,0,44,41,3,0,No
2025-06-03,Hydra Cream,96,46,38,104,0,No
2025-06-03,Eye Repair Serum,122,20,13,129,0,No
2025-06-04,Vitamin C Serum,3,44,47,0,0,No
2025-06-04,Hydra Cream,104,46,36,114,0,No
2025-06-04,Eye Repair Serum,129,17,16,130,0,No
2025-06-05,Vitamin C Serum,0,43,43,0,8,Yes
2025-06-05,Hydra Cream,114,47,35,126,0,No
2025-06-05,Eye Repair Serum,130,18,15,133,0,No
2025-06-06,Vitamin C Serum,0,38,38,0,10,Yes
2025-06-06,Hydra Cream,126,48,46,128,0,No
2025-06-06,Eye Repair Serum,133,18,16,135,0,No
2025-06-07,Vitamin C Serum,0,42,42,0,2,Yes
2025-06-07,Hydra Cream,128,54,41,141,0,No
2025-06-07,Eye Repair Serum,135,19,18,136,0,No
2025-06-08,Vitamin C Serum,0,41,41,0,15,Yes
2025-06-08,Hydra Cream,141,49,46,144,0,No
2025-06-08,Eye Repair Serum,136,19,13,142,0,No
2025-06-09,Vitamin C Serum,0,44,44,0,8,Yes
2025-06-09,Hydra Cream,144,53,41,156,0,No
2025-06-09,Eye Repair Serum,142,19,16,145,0,No
2025-06-10,Vitamin C Serum,0,40,40,0,15,Yes
