date,product,region,channel,units_sold,revenue,CAC
2025-01-08,Vitamin C Serum,South,Instagram,6,5394.0,4.4280076997112605
2025-01-08,Vitamin C Serum,South,Google,4,3596.0,25.64909871244635
2025-01-08,Vitamin C Serum,South,Influencers,2,1798.0,124.66777777777779
2025-01-08,Vitamin C Serum,East,Instagram,8,7192.0,4.4280076997112605
2025-01-08,Vitamin C Serum,East,Google,1,899.0,25.64909871244635
2025-01-08,Vitamin C Serum,East,Influencers,1,899.0,124.66777777777779
2025-01-08,Vitamin C Serum,West,Instagram,7,6293.0,4.4280076997112605
2025-01-08,Vitamin C Serum,West,Google,2,1798.0,25.64909871244635
2025-01-08,Vitamin C Serum,West,Influencers,2,1798.0,124.66777777777779
2025-01-08,Hydra Cream,North,Instagram,2,1198.0,4.4280076997112605
2025-01-08,Hydra Cream,North,Google,2,1198.0,25.64909871244635
2025-01-08,Hydra Cream,North,Influencers,0,0.0,124.66777777777779
2025-01-08,Hydra Cream,South,Instagram,9,5391.0,4.4280076997112605
2025-01-08,Hydra Cream,South,Google,1,599.0,25.64909871244635
2025-01-08,Hydra Cream,South,Influencers,2,1198.0,124.66777777777779
2025-01-08,Hydra Cream,East,Instagram,5,2995.0,4.4280076997112605
2025-01-08,Hydra Cream,East,Google,3,1797.0,25.64909871244635
2025-01-08,Hydra Cream,East,Influencers,1,599.0,124.66777777777779
2025-01-08,Hydra Cream,West,Instagram,3,1797.0,4.4280076997112605
2025-01-08,Hydra Cream,West,Google,2,1198.0,25.64909871244635
2025-01-08,Hydra Cream,West,Influencers,1,599.0,124.66777777777779
2025-01-08,Eye Repair Serum,North,Instagram,2,2598.0,4.4280076997112605
2025-01-08,Eye Repair Serum,North,Google,0,0.0,25.64909871244635
2025-01-08,Eye Repair Serum,North,Influencers,2,2598.0,124.66777777777779
2025-01-08,Eye Repair Serum,South,Instagram,2,2598.0,4.4280076997112605
2025-01-08,Eye Repair Serum,South,Google,1,1299.0,25.64909871244635
2025-01-08,Eye Repair Serum,South,Influencers,1,1299.0,124.66777777777779
2025-01-08,Eye Repair Serum,East,Instagram,7,9093.0,4.4280076997112605
2025-01-08,Eye Repair Serum,East,Google,0,0.0,25.64909871244635
2025-01-08,Eye Repair Serum,East,Influencers,0,0.0,124.66777777777779
2025-01-08,Eye Repair Serum,West,Instagram,1,1299.0,4.4280076997112605
2025-01-08,Eye Repair Serum,West,Google,1,1299.0,25.64909871244635
2025-01-08,Eye Repair Serum,West,Influencers,0,0.0,124.66777777777779
2025-01-09,Vitamin C Serum,North,Instagram,3,2697.0,6.346435006435007
2025-01-09,Vitamin C Serum,North,Google,4,3596.0,9.768362068965518
2025-01-09,Vitamin C Serum,North,Influencers,2,1798.0,352.1844117647059
2025-01-09,Vitamin C Serum,South,Instagram,5,4495.0,6.346435006435007
2025-01-09,Vitamin C Serum,South,Google,4,3596.0,9.768362068965518
2025-01-09,Vitamin C Serum,South,Influencers,1,899.0,352.1844117647059
2025-01-09,Vitamin C Serum,East,Instagram,5,4495.0,6.346435006435007
2025-01-09,Vitamin C Serum,East,Google,4,3596.0,9.768362068965518
2025-01-09,Vitamin C Serum,East,Influencers,2,1798.0,352.1844117647059
2025-01-09,Vitamin C Serum,West,Instagram,3,2697.0,6.346435006435007
2025-01-09,Vitamin C Serum,West,Google,0,0.0,9.768362068965518
2025-01-09,Vitamin C Serum,West,Influencers,2,1798.0,352.1844117647059
2025-01-09,Hydra Cream,North,Instagram,8,4792.0,6.346435006435007
2025-01-09,Hydra Cream,North,Google,3,1797.0,9.768362068965518
2025-01-09,Hydra Cream,North,Influencers,5,2995.0,352.1844117647059
2025-01-09,Hydra Cream,South,Instagram,4,2396.0,6.346435006435007
2025-01-09,Hydra Cream,South,Google,3,1797.0,9.768362068965518
2025-01-09,Hydra Cream,South,Influencers,1,599.0,352.1844117647059
2025-01-09,Hydra Cream,East,Instagram,9,5391.0,6.346435006435007
2025-01-09,Hydra Cream,East,Google,3,1797.0,9.768362068965518
2025-01-09,Hydra Cream,East,Influencers,6,3594.0,352.1844117647059
2025-01-09,Hydra Cream,West,Instagram,3,1797.0,6.346435006435007
2025-01-09,Hydra Cream,West,Google,1,599.0,9.768362068965518
2025-01-09,Hydra Cream,West,Influencers,1,599.0,352.1844117647059
2025-01-09,Eye Repair Serum,North,Instagram,2,2598.0,6.346435006435007
2025-01-09,Eye Repair Serum,North,Google,1,1299.0,9.768362068965518
2025-01-09,Eye Repair Serum,North,Influencers,1,1299.0,352.1844117647059
2025-01-09,Eye Repair Serum,South,Instagram,3,3897.0,6.346435006435007
2025-01-09,Eye Repair Serum,South,Google,0,0.0,9.768362068965518
2025-01-09,Eye Repair Serum,South,Influencers,0,0.0,352.1844117647059
2025-01-09,Eye Repair Serum,East,Instagram,1,1299.0,6.346435006435007
2025-01-09,Eye Repair Serum,East,Google,2,2598.0,9.768362068965518
2025-01-09,Eye Repair Serum,East,Influencers,0,0.0,352.1844117647059
2025-01-09,Eye Repair Serum,West,Instagram,3,3897.0,6.346435006435007
2025-01-09,Eye Repair Serum,West,Google,1,1299.0,9.768362068965518
2025-01-09,Eye Repair Serum,West,Influencers,1,1299.0,352.1844117647059
2025-01-10,Vitamin C Serum,North,Instagram,4,3596.0,8.865468622656888
2025-01-10,Vitamin C Serum,North,Google,2,1798.0,19.544999999999998
2025-01-10,Vitamin C Serum,North,Influencers,1,899.0,130.5923880597015
2025-01-10,Vitamin C Serum,South,Instagram,8,7192.0,8.865468622656888
2025-01-10,Vitamin C Serum,South,Google,1,899.0,19.544999999999998
2025-01-10,Vitamin C Serum,South,Influencers,1,899.0,130.5923880597015
2025-01-10,Vitamin C Serum,East,Instagram,2,1798.0,8.865468622656888
2025-01-10,Vitamin C Serum,East,Google,3,2697.0,19.544999999999998
2025-01-10,Vitamin C Serum,East,Influencers,0,0.0,130.5923880597015
2025-01-10,Vitamin C Serum,West,Instagram,2,1798.0,8.865468622656888
2025-01-10,Vitamin C Serum,West,Google,2,1798.0,19.544999999999998
2025-01-10,Vitamin C Serum,West,Influencers,0,0.0,130.5923880597015
2025-01-10,Hydra Cream,North,Instagram,5,2995.0,8.865468622656888
2025-01-10,Hydra Cream,North,Google,1,599.0,19.544999999999998
2025-01-10,Hydra Cream,North,Influencers,7,4193.0,130.5923880597015
2025-01-10,Hydra Cream,South,Instagram,11,6589.0,8.865468622656888
2025-01-10,Hydra Cream,South,Google,4,2396.0,19.544999999999998
2025-01-10,Hydra Cream,South,Influencers,5,2995.0,130.5923880597015
2025-01-10,Hydra Cream,East,Instagram,4,2396.0,8.865468622656888
2025-01-10,Hydra Cream,East,Google,4,2396.0,19.544999999999998
2025-01-10,Hydra Cream,East,Influencers,3,1797.0,130.5923880597015
2025-01-10,Hydra Cream,West,Instagram,2,1198.0,8.865468622656888
2025-01-10,Hydra Cream,West,Google,2,1198.0,19.544999999999998
2025-01-10,Hydra Cream,West,Influencers,1,599.0,130.5923880597015
2025-01-10,Eye Repair Serum,North,Instagram,3,3897.0,8.865468622656888
2025-01-10,Eye Repair Serum,North,Google,1,1299.0,19.544999999999998
2025-01-10,Eye Repair Serum,North,Influencers,0,0.0,130.5923880597015
2025-01-10,Eye Repair Serum,South,Instagram,3,3897.0,8.865468622656888
2025-01-10,Eye Repair Serum,South,Google,2,2598.0,19.544999999999998
2025-01-10,Eye Repair Serum,South,Influencers,0,0.0,130.5923880597015
2025-01-10,Eye Repair Serum,East,Instagram,3,3897.0,8.865468622656888
2025-01-10,Eye Repair Serum,East,Google,0,0.0,19.544999999999998
2025-01-10,Eye Repair Serum,East,Influencers,0,0.0,130.5923880597015
2025-01-10,Eye Repair Serum,West,Instagram,1,1299.0,8.865468622656888
2025-01-10,Eye Repair Serum,West,Google,1,1299.0,19.544999999999998
2025-01-10,Eye Repair Serum,West,Influencers,1,1299.0,130.5923880597015
2025-01-11,Vitamin C Serum,North,Instagram,10,8990.0,15.73913043478261
2025-01-11,Vitamin C Serum,North,Google,5,4495.0,17.864613402061856
2025-01-11,Vitamin C Serum,North,Influencers,1,899.0,193.70764705882354
2025-01-11,Vitamin C Serum,South,Instagram,4,3596.0,15.73913043478261
2025-01-11,Vitamin C Serum,South,Google,4,3596.0,17.864613402061856
2025-01-11,Vitamin C Serum,South,Influencers,1,899.0,193.70764705882354
2025-01-11,Vitamin C Serum,East,Instagram,4,3596.0,15.73913043478261
2025-01-11,Vitamin C Serum,East,Google,0,0.0,17.864613402061856
2025-01-11,Vitamin C Serum,East,Influencers,0,0.0,193.70764705882354
2025-01-11,Vitamin C Serum,West,Instagram,2,1798.0,15.73913043478261
2025-01-11,Vitamin C Serum,West,Google,3,2697.0,17.864613402061856
2025-01-11,Vitamin C Serum,West,Influencers,0,0.0,193.70764705882354
